,Player_ID,Year,Month,Date,Player Name,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,team_key,USG_RATIO,TS,original_player_pos,player_pos_C,player_pos_C-F,player_pos_F,player_pos_F-C,player_pos_F-G,player_pos_G,player_pos_G-F,Fantasy_Point
79,101108,2024,2,2024-02-01,Chris Paul,24.0,6,14,0.44,2.5,9,0.55,3,4,0.38,0.5,3.5,4.0,6.0,3.5,0.0,1.5,1.5,10.0,10,GSW,0.16,0.57,G,False,False,False,False,False,True,False,36.05
80,101108,2024,3,2024-03-01,Chris Paul,24.06,64,133,0.46,1.19,49,0.35,3,4,0.09,0.44,3.94,4.38,6.31,0.94,0.0,1.19,1.81,9.38,-32,GSW,0.17,0.5,G,False,False,False,False,False,True,False,27.516000000000002
81,101108,2024,4,2024-04-01,Chris Paul,27.12,32,75,0.42,1.38,33,0.33,2,2,0.12,0.0,3.25,3.25,6.25,1.5,0.38,2.0,2.12,9.62,47,GSW,0.19,0.48,G,False,False,False,False,False,True,False,28.915
82,200768,2018,10,2018-10-01,Kyle Lowry,34.88,52,101,0.53,2.75,52,0.44,22,29,0.75,0.38,3.5,3.88,11.12,1.38,0.62,2.88,2.38,18.5,85,TOR,0.21,0.57,G,False,False,False,False,False,True,False,47.146
83,200768,2018,11,2018-11-01,Kyle Lowry,33.73,70,168,0.42,2.07,96,0.32,35,40,0.64,0.67,4.13,4.8,9.87,1.33,0.07,2.53,2.07,13.73,152,TOR,0.2,0.48,G,False,False,False,False,False,True,False,39.300000000000004
84,200768,2018,12,2018-12-01,Kyle Lowry,34.0,27,75,0.29,1.57,49,0.21,14,15,0.68,0.14,4.29,4.43,8.14,1.43,1.14,3.0,2.43,11.29,46,TOR,0.19,0.35,G,False,False,False,False,False,True,False,36.596000000000004
85,200768,2019,1,2019-01-01,Kyle Lowry,35.0,47,135,0.35,2.17,85,0.3,39,46,0.87,0.83,3.58,4.42,7.83,1.42,0.67,3.08,3.17,13.25,60,TOR,0.2,0.42,G,False,False,False,False,False,True,False,37.199
86,200768,2019,2,2019-02-01,Kyle Lowry,34.88,38,89,0.43,3.25,60,0.43,23,29,0.69,1.0,3.5,4.5,8.75,1.75,0.5,2.75,3.5,15.62,49,TOR,0.19,0.52,G,False,False,False,False,False,True,False,42.769999999999996
87,200768,2019,3,2019-03-01,Kyle Lowry,31.91,57,133,0.44,3.09,85,0.37,18,23,0.39,0.55,5.27,5.82,7.18,1.18,0.36,3.27,2.09,15.09,91,TOR,0.21,0.54,G,False,False,False,False,False,True,False,38.91899999999999
88,200768,2019,4,2019-04-01,Kyle Lowry,34.5,13,38,0.34,1.75,26,0.26,10,12,0.88,0.75,5.5,6.25,6.75,1.5,0.25,1.25,2.5,10.75,53,TOR,0.16,0.42,G,False,False,False,False,False,True,False,34.75
89,200768,2019,10,2019-10-01,Kyle Lowry,39.0,33,75,0.43,3.4,47,0.36,25,29,0.71,0.4,4.8,5.2,7.0,1.2,0.4,2.8,3.2,21.6,24,TOR,0.21,0.52,G,False,False,False,False,False,True,False,45.14000000000001
90,200768,2019,11,2019-11-01,Kyle Lowry,31.33,21,38,0.51,4.0,21,0.56,12,13,0.58,0.0,2.67,2.67,5.67,1.0,0.33,4.33,2.33,22.0,7,TOR,0.24,0.61,G,False,False,False,False,False,True,False,39.534000000000006
91,200768,2019,12,2019-12-01,Kyle Lowry,39.2,90,224,0.4,2.87,127,0.35,84,97,0.87,0.67,4.4,5.07,8.0,1.2,0.4,3.2,3.0,20.47,16,TOR,0.21,0.46,G,False,False,False,False,False,True,False,44.624
92,200768,2020,1,2020-01-01,Kyle Lowry,34.87,79,207,0.38,2.33,117,0.29,69,83,0.85,0.6,3.6,4.2,7.0,1.4,0.4,2.13,3.53,17.47,101,TOR,0.21,0.44,G,False,False,False,False,False,True,False,39.675
93,200768,2020,2,2020-02-01,Kyle Lowry,35.33,51,117,0.42,2.89,68,0.4,33,39,0.87,1.0,4.89,5.89,9.22,1.44,0.78,3.56,3.44,17.89,63,TOR,0.22,0.5,G,False,False,False,False,False,True,False,46.55799999999999
94,200768,2020,3,2020-03-01,Kyle Lowry,37.4,35,80,0.44,4.0,52,0.39,32,35,0.88,0.0,5.0,5.0,7.8,1.8,0.0,3.0,3.2,24.4,41,TOR,0.23,0.52,G,False,False,False,False,False,True,False,49.99999999999999
95,200768,2020,8,2020-08-01,Kyle Lowry,33.0,25,62,0.39,1.83,34,0.3,39,47,0.83,0.33,6.5,6.83,5.67,2.0,0.67,4.0,3.67,16.67,23,TOR,0.22,0.43,G,False,False,False,False,False,True,False,41.21099999999999
96,200768,2020,12,2020-12-01,Kyle Lowry,37.0,25,57,0.44,3.25,32,0.4,15,17,0.67,1.0,3.0,4.0,8.25,1.5,0.0,4.0,3.75,19.5,25,TOR,0.22,0.52,G,False,False,False,False,False,True,False,42.425
97,200768,2021,1,2021-01-01,Kyle Lowry,35.92,71,173,0.41,2.69,101,0.37,44,49,0.86,0.92,5.69,6.62,6.46,0.77,0.23,2.92,3.31,17.0,4,TOR,0.2,0.51,G,False,False,False,False,False,True,False,38.864
98,200768,2021,2,2021-02-01,Kyle Lowry,31.3,68,122,0.6,2.9,57,0.45,23,29,0.49,0.6,4.5,5.1,6.2,1.6,0.2,2.3,3.0,18.8,38,TOR,0.19,0.63,G,False,False,False,False,False,True,False,41.37
99,200768,2021,3,2021-03-01,Kyle Lowry,35.17,56,153,0.39,2.42,79,0.38,36,39,0.68,0.92,4.0,4.92,8.75,0.67,0.42,2.83,2.92,14.75,-100,TOR,0.18,0.48,G,False,False,False,False,False,True,False,38.053999999999995
100,200768,2021,4,2021-04-01,Kyle Lowry,35.5,28,71,0.38,2.83,49,0.33,17,20,0.85,0.33,5.17,5.5,7.17,0.67,0.67,2.33,2.67,15.0,19,TOR,0.18,0.46,G,False,False,False,False,False,True,False,38.04
