,Unnamed: 0,Player_ID,Player Name,Date,MIN_x,PTS,AST_x,REB_x,STL_x,BLK_x,TOV_x,USG_PCT,FG_PCT,FT_PCT,TS,player_pos_C,player_pos_F,player_pos_G,player_pos_PF,player_pos_SF,Fantasy_Point,PTS_rolling_3,REB_rolling_3,AST_rolling_3,USG_PCT_rolling_3,FG_PCT_rolling_3,FT_PCT_rolling_3,TOV_rolling_3,TS_rolling_3
3369,3369,1626181,Norman Powell,2021-12-01,37.23,19.92,2.85,3.08,0.92,0.54,2.38,0.22,0.39,0.73,0.45,False,False,True,False,False,33.38,17.21,2.8466666666666662,1.9733333333333334,0.21,0.4566666666666667,0.6633333333333332,1.28,0.51
3370,3370,1626181,Norman Powell,2022-01-01,35.62,19.12,2.0,5.25,1.25,0.25,1.38,0.19,0.47,0.77,0.51,False,False,True,False,False,34.99,18.916666666666668,3.513333333333333,2.14,0.20666666666666667,0.4566666666666667,0.7633333333333333,1.6566666666666665,0.49666666666666665
3371,3371,1626181,Norman Powell,2022-02-01,30.5,23.25,3.25,3.5,0.75,0.75,1.75,0.28,0.48,0.87,0.52,False,False,True,False,False,38.7,20.763333333333335,3.9433333333333334,2.6999999999999997,0.23,0.4466666666666667,0.79,1.8366666666666667,0.49333333333333335
3372,3372,1626181,Norman Powell,2022-04-01,22.5,22.0,1.0,2.5,0.0,1.0,1.0,0.29,0.57,0.85,0.6,False,False,True,False,False,32.5,21.456666666666667,3.75,2.0833333333333335,0.25333333333333335,0.5066666666666667,0.8300000000000001,1.3766666666666667,0.5433333333333333
3373,3373,1626181,Norman Powell,2022-10-01,26.0,10.86,1.57,2.71,0.43,0.43,2.57,0.26,0.35,0.58,0.38,False,False,True,False,False,18.76,18.703333333333333,2.9033333333333338,1.9400000000000002,0.27666666666666667,0.4666666666666666,0.7666666666666666,1.7733333333333334,0.5
3374,3374,1626181,Norman Powell,2022-11-01,24.87,16.67,1.47,3.0,1.0,0.27,1.4,0.27,0.5,0.69,0.51,False,False,True,False,False,27.5,16.51,2.736666666666667,1.3466666666666667,0.2733333333333334,0.47333333333333333,0.7066666666666667,1.6566666666666665,0.49666666666666665
3375,3375,1626181,Norman Powell,2022-12-01,23.83,16.83,2.33,2.67,0.5,0.83,2.33,0.28,0.56,0.64,0.52,False,False,True,False,False,27.87,14.786666666666667,2.793333333333333,1.79,0.27,0.47000000000000003,0.6366666666666666,2.1,0.47000000000000003
3376,3376,1626181,Norman Powell,2023-01-01,26.25,18.5,1.75,3.19,0.75,0.25,1.31,0.26,0.48,0.69,0.54,False,False,True,False,False,29.98,17.333333333333332,2.953333333333333,1.8499999999999999,0.27,0.5133333333333333,0.6733333333333333,1.68,0.5233333333333334
3377,3377,1626181,Norman Powell,2023-02-01,28.11,19.33,2.11,2.78,1.0,0.11,1.56,0.27,0.45,0.78,0.5,False,False,True,False,False,30.72,18.22,2.8800000000000003,2.063333333333333,0.27,0.49666666666666665,0.7033333333333333,1.7333333333333334,0.52
3378,3378,1626181,Norman Powell,2023-03-01,23.33,10.33,1.33,1.33,0.67,0.0,1.67,0.22,0.37,0.58,0.39,False,False,True,False,False,16.43,16.05333333333333,2.433333333333333,1.7299999999999998,0.25,0.43333333333333335,0.6833333333333332,1.5133333333333334,0.4766666666666666
3379,3379,1626181,Norman Powell,2023-04-01,31.5,22.75,2.75,3.75,1.5,0.25,2.0,0.27,0.51,0.88,0.48,False,False,True,False,False,35.88,17.47,2.6199999999999997,2.063333333333333,0.25333333333333335,0.44333333333333336,0.7466666666666666,1.7433333333333334,0.4566666666666667
3380,3380,1626181,Norman Powell,2023-10-01,24.0,14.5,1.5,3.0,0.75,0.25,1.5,0.2,0.53,0.8,0.55,False,False,True,False,False,24.6,15.86,2.6933333333333334,1.86,0.22999999999999998,0.47000000000000003,0.7533333333333334,1.7233333333333334,0.47333333333333333
3381,3381,1626181,Norman Powell,2023-11-01,23.29,11.21,0.93,1.64,0.71,0.57,0.86,0.18,0.46,0.51,0.5,False,False,True,False,False,19.79,16.153333333333332,2.796666666666667,1.7266666666666668,0.21666666666666667,0.5,0.73,1.4533333333333334,0.5099999999999999
3382,3382,1626181,Norman Powell,2023-12-01,28.0,14.62,0.92,2.85,0.31,0.31,0.85,0.2,0.5,0.69,0.55,False,False,True,False,False,22.76,13.443333333333333,2.4966666666666666,1.1166666666666667,0.19333333333333336,0.49666666666666665,0.6666666666666666,1.07,0.5333333333333333
3383,3383,1626181,Norman Powell,2024-01-01,25.53,14.27,1.13,3.27,0.53,0.27,0.8,0.21,0.5,0.46,0.57,False,False,True,False,False,24.35,13.366666666666667,2.5866666666666664,0.9933333333333333,0.19666666666666666,0.48666666666666664,0.5533333333333333,0.8366666666666666,0.54
3384,3384,1626181,Norman Powell,2024-02-01,26.6,14.5,0.8,2.2,0.4,0.2,0.9,0.21,0.46,0.37,0.53,False,False,True,False,False,22.39,14.463333333333333,2.7733333333333334,0.9499999999999998,0.20666666666666667,0.48666666666666664,0.5066666666666666,0.8500000000000001,0.55
3385,3385,1626181,Norman Powell,2024-03-01,27.79,15.57,1.36,2.57,0.71,0.21,0.86,0.22,0.51,0.58,0.55,False,False,True,False,False,25.19,14.780000000000001,2.6799999999999997,1.0966666666666667,0.21333333333333335,0.49,0.47000000000000003,0.8533333333333334,0.55
3386,3386,1626181,Norman Powell,2024-04-01,27.67,12.33,1.17,2.67,0.67,0.0,0.67,0.19,0.39,0.42,0.46,False,False,True,False,False,21.45,14.133333333333333,2.48,1.11,0.20666666666666667,0.4533333333333333,0.4566666666666667,0.81,0.5133333333333333
3387,3387,1626192,Pat Connaughton,2018-10-01,14.0,6.25,0.5,5.25,0.25,0.25,0.75,0.2,0.29,0.25,0.33,False,False,True,False,False,15.68,6.25,5.25,0.5,0.2,0.29,0.25,0.75,0.33
3388,3388,1626192,Pat Connaughton,2018-11-01,19.43,7.57,2.07,4.14,0.43,0.86,0.43,0.13,0.44,0.24,0.49,False,False,True,False,False,20.44,6.91,4.695,1.285,0.165,0.365,0.245,0.59,0.41000000000000003
3389,3389,1626192,Pat Connaughton,2018-12-01,21.0,2.83,2.83,2.5,1.0,0.33,0.17,0.11,0.12,0.17,0.17,False,False,True,False,False,14.5,5.55,3.9633333333333334,1.8,0.14666666666666667,0.2833333333333333,0.22,0.45,0.33
3390,3390,1626192,Pat Connaughton,2019-01-01,12.71,5.86,2.0,2.43,0.0,0.0,1.0,0.19,0.43,0.0,0.45,False,False,True,False,False,11.99,5.420000000000001,3.0233333333333334,2.3000000000000003,0.14333333333333334,0.33,0.1366666666666667,0.5333333333333333,0.36999999999999994
3391,3391,1626192,Pat Connaughton,2019-02-01,16.56,5.0,1.67,2.33,0.44,0.22,0.33,0.11,0.4,0.06,0.41,False,False,True,False,False,12.8,4.5633333333333335,2.42,2.1666666666666665,0.13666666666666666,0.31666666666666665,0.07666666666666667,0.5,0.3433333333333333
3392,3392,1626192,Pat Connaughton,2019-03-01,26.75,8.62,2.06,6.0,0.56,0.44,0.56,0.1,0.5,0.3,0.56,False,False,True,False,False,23.14,6.493333333333332,3.5866666666666664,1.9100000000000001,0.13333333333333333,0.44333333333333336,0.12,0.63,0.4733333333333334
3393,3393,1626192,Pat Connaughton,2019-04-01,27.6,9.8,2.4,6.0,1.4,0.2,0.8,0.11,0.51,0.2,0.57,False,False,True,False,False,26.4,7.8066666666666675,4.776666666666666,2.0433333333333334,0.10666666666666667,0.47000000000000003,0.18666666666666668,0.5633333333333334,0.5133333333333333
3394,3394,1626192,Pat Connaughton,2019-10-01,18.0,8.25,2.0,2.5,0.0,0.25,0.0,0.13,0.38,0.25,0.46,False,False,True,False,False,17.0,8.89,4.833333333333333,2.1533333333333333,0.11333333333333334,0.4633333333333333,0.25,0.4533333333333333,0.53
3395,3395,1626192,Pat Connaughton,2019-11-01,17.93,4.93,1.64,4.36,0.36,0.64,0.64,0.09,0.36,0.27,0.38,False,False,True,False,False,15.8,7.659999999999999,4.286666666666666,2.013333333333333,0.10999999999999999,0.4166666666666667,0.24,0.48,0.47000000000000003
3396,3396,1626192,Pat Connaughton,2019-12-01,17.33,4.2,2.27,4.67,0.4,0.53,1.07,0.11,0.39,0.27,0.37,False,False,True,False,False,16.0,5.793333333333333,3.8433333333333337,1.97,0.11,0.37666666666666665,0.26333333333333336,0.57,0.4033333333333334
3397,3397,1626192,Pat Connaughton,2020-01-01,17.82,4.36,0.55,4.36,0.27,0.45,0.91,0.1,0.39,0.09,0.38,False,False,True,False,False,12.69,4.496666666666666,4.463333333333334,1.4866666666666666,0.09999999999999999,0.37999999999999995,0.21000000000000005,0.8733333333333334,0.3766666666666667
3398,3398,1626192,Pat Connaughton,2020-02-01,19.18,5.45,1.64,3.82,0.18,0.45,0.45,0.08,0.57,0.0,0.61,False,False,True,False,False,15.26,4.669999999999999,4.283333333333334,1.486666666666667,0.09666666666666668,0.44999999999999996,0.12,0.8099999999999999,0.45333333333333337
3399,3399,1626192,Pat Connaughton,2020-03-01,21.17,6.0,1.0,4.67,0.67,0.33,1.17,0.13,0.42,0.71,0.45,False,False,True,False,False,16.02,5.27,4.283333333333333,1.0633333333333332,0.10333333333333335,0.45999999999999996,0.26666666666666666,0.8433333333333334,0.48000000000000004
3400,3400,1626192,Pat Connaughton,2020-08-01,20.67,8.5,2.0,4.17,0.83,0.17,0.83,0.13,0.43,0.33,0.52,False,False,True,False,False,20.92,6.649999999999999,4.22,1.5466666666666666,0.11333333333333333,0.47333333333333333,0.3466666666666667,0.8166666666666665,0.5266666666666667
3401,3401,1626192,Pat Connaughton,2020-12-01,17.4,5.4,1.4,3.2,0.4,0.4,0.2,0.11,0.45,0.0,0.55,False,False,True,False,False,15.04,6.633333333333333,4.013333333333333,1.4666666666666668,0.12333333333333335,0.4333333333333333,0.3466666666666667,0.7333333333333333,0.5066666666666667
3402,3402,1626192,Pat Connaughton,2021-01-01,18.45,6.73,1.45,4.82,0.82,0.45,0.27,0.13,0.44,0.18,0.53,False,False,True,False,False,20.01,6.876666666666666,4.0633333333333335,1.6166666666666665,0.12333333333333334,0.43999999999999995,0.17,0.43333333333333335,0.5333333333333334
3403,3403,1626192,Pat Connaughton,2021-02-01,23.27,6.13,1.4,3.67,0.67,0.47,0.47,0.11,0.4,0.23,0.44,False,False,True,False,False,16.87,6.086666666666666,3.896666666666667,1.4166666666666667,0.11666666666666668,0.43,0.1366666666666667,0.3133333333333333,0.5066666666666667
3404,3404,1626192,Pat Connaughton,2021-03-01,28.62,8.38,1.23,6.46,0.77,0.23,0.77,0.11,0.48,0.15,0.56,False,False,True,False,False,22.52,7.080000000000001,4.983333333333333,1.36,0.11666666666666668,0.43999999999999995,0.18666666666666668,0.5033333333333333,0.5100000000000001
3405,3405,1626192,Pat Connaughton,2021-04-01,22.88,7.12,0.69,4.88,0.62,0.19,0.44,0.12,0.41,0.17,0.5,False,False,True,False,False,17.73,7.21,5.003333333333333,1.1066666666666665,0.11333333333333334,0.42999999999999994,0.18333333333333335,0.5599999999999999,0.5000000000000001
3406,3406,1626192,Pat Connaughton,2021-05-01,22.33,5.78,1.11,5.11,0.89,0.33,0.56,0.11,0.3,0.22,0.4,False,False,True,False,False,18.19,7.093333333333334,5.483333333333334,1.01,0.11333333333333334,0.39666666666666667,0.18000000000000002,0.59,0.4866666666666668
3407,3407,1626192,Pat Connaughton,2021-10-01,30.57,10.29,1.71,5.43,0.71,0.29,0.57,0.11,0.46,0.24,0.51,False,False,True,False,False,23.94,7.7299999999999995,5.14,1.17,0.11333333333333334,0.38999999999999996,0.21,0.5233333333333333,0.47000000000000003
3408,3408,1626192,Pat Connaughton,2021-11-01,28.0,13.07,1.43,5.0,1.07,0.43,1.21,0.14,0.51,0.3,0.61,False,False,True,False,False,28.11,9.713333333333333,5.18,1.4166666666666667,0.12000000000000001,0.42333333333333334,0.25333333333333335,0.7799999999999999,0.5066666666666667
3409,3409,1626192,Pat Connaughton,2021-12-01,27.81,10.31,1.19,4.06,1.12,0.25,0.38,0.12,0.48,0.34,0.57,False,False,True,False,False,23.09,11.223333333333334,4.829999999999999,1.4433333333333334,0.12333333333333335,0.48333333333333334,0.29333333333333333,0.7199999999999999,0.5633333333333334
3410,3410,1626192,Pat Connaughton,2022-01-01,24.58,7.08,1.25,3.83,0.75,0.08,0.33,0.09,0.44,0.17,0.57,False,False,True,False,False,17.81,10.153333333333334,4.296666666666667,1.2899999999999998,0.11666666666666665,0.4766666666666666,0.27,0.64,0.5833333333333334
3411,3411,1626192,Pat Connaughton,2022-02-01,22.2,7.6,0.0,3.4,0.8,0.2,0.0,0.13,0.36,0.0,0.49,False,False,True,False,False,17.08,8.33,3.763333333333333,0.8133333333333334,0.11333333333333334,0.4266666666666667,0.17,0.23666666666666666,0.5433333333333333
3412,3412,1626192,Pat Connaughton,2022-03-01,21.17,11.17,1.17,3.83,0.33,0.0,0.17,0.16,0.43,0.6,0.5,False,False,True,False,False,20.6,8.616666666666665,3.686666666666667,0.8066666666666666,0.12666666666666668,0.41,0.25666666666666665,0.16666666666666666,0.52
3413,3413,1626192,Pat Connaughton,2022-04-01,21.4,7.0,1.8,2.8,1.2,0.2,0.6,0.14,0.35,0.4,0.43,False,False,True,False,False,18.56,8.589999999999998,3.3433333333333333,0.9899999999999999,0.14333333333333334,0.38000000000000006,0.3333333333333333,0.25666666666666665,0.4733333333333334
3414,3414,1626192,Pat Connaughton,2022-11-01,16.25,5.75,0.5,2.5,0.75,0.0,0.0,0.16,0.3,0.25,0.38,False,False,True,False,False,13.0,7.973333333333333,3.043333333333333,1.1566666666666665,0.15333333333333335,0.35999999999999993,0.4166666666666667,0.25666666666666665,0.43666666666666676
3415,3415,1626192,Pat Connaughton,2022-12-01,21.53,7.0,1.07,3.87,0.47,0.2,0.67,0.15,0.34,0.23,0.41,False,False,True,False,False,16.51,6.583333333333333,3.0566666666666666,1.1233333333333333,0.15000000000000002,0.33,0.29333333333333333,0.42333333333333334,0.40666666666666673
3416,3416,1626192,Pat Connaughton,2023-01-01,30.31,10.69,1.62,6.25,0.88,0.06,0.62,0.14,0.44,0.12,0.57,False,False,True,False,False,25.88,7.813333333333333,4.206666666666667,1.0633333333333335,0.15000000000000002,0.36000000000000004,0.19999999999999998,0.43,0.4533333333333334
3417,3417,1626192,Pat Connaughton,2023-02-01,25.88,7.0,1.5,5.75,0.75,0.25,0.62,0.11,0.41,0.12,0.49,False,False,True,False,False,20.46,8.229999999999999,5.29,1.3966666666666667,0.13333333333333333,0.39666666666666667,0.15666666666666665,0.6366666666666666,0.49000000000000005
3418,3418,1626192,Pat Connaughton,2023-03-01,22.31,6.94,1.31,4.25,0.44,0.31,0.5,0.12,0.38,0.29,0.45,False,False,True,False,False,17.44,8.209999999999999,5.416666666666667,1.4766666666666666,0.12333333333333335,0.41,0.17666666666666667,0.58,0.5033333333333334
3419,3419,1626192,Pat Connaughton,2023-04-01,3.5,0.0,0.0,0.5,0.0,0.0,0.0,0.03,0.0,0.0,0.0,False,False,True,False,False,0.6,4.646666666666666,3.5,0.9366666666666665,0.08666666666666667,0.26333333333333336,0.1366666666666667,0.3733333333333333,0.3133333333333334
3420,3420,1626192,Pat Connaughton,2023-10-01,22.0,6.67,2.0,3.33,0.67,0.67,0.67,0.14,0.38,0.33,0.47,False,False,True,False,False,18.67,4.536666666666666,2.6933333333333334,1.1033333333333333,0.09666666666666668,0.25333333333333335,0.2066666666666667,0.38999999999999996,0.3066666666666667
3421,3421,1626192,Pat Connaughton,2023-11-01,23.4,5.6,2.0,3.53,0.47,0.07,0.8,0.1,0.43,0.2,0.47,False,False,True,False,False,15.11,4.089999999999999,2.453333333333333,1.3333333333333333,0.09000000000000001,0.27,0.17666666666666667,0.49,0.3133333333333334
3422,3422,1626192,Pat Connaughton,2023-12-01,19.38,4.88,1.88,4.25,0.38,0.12,0.25,0.11,0.44,0.25,0.49,False,False,True,False,False,15.16,5.716666666666666,3.703333333333333,1.9599999999999997,0.11666666666666668,0.4166666666666667,0.26,0.5733333333333334,0.47666666666666674
3423,3423,1626192,Pat Connaughton,2024-01-01,18.81,5.12,1.31,1.94,0.44,0.25,0.44,0.09,0.51,0.16,0.59,False,False,True,False,False,12.58,5.199999999999999,3.2399999999999998,1.7299999999999998,0.09999999999999999,0.45999999999999996,0.20333333333333337,0.4966666666666666,0.5166666666666667
3424,3424,1626192,Pat Connaughton,2024-02-01,23.58,5.92,2.75,4.17,1.0,0.42,0.92,0.1,0.47,0.15,0.51,False,False,True,False,False,19.83,5.306666666666666,3.453333333333333,1.9799999999999998,0.09999999999999999,0.47333333333333333,0.18666666666666668,0.5366666666666666,0.5300000000000001
3425,3425,1626192,Pat Connaughton,2024-03-01,22.36,6.07,2.29,2.5,0.21,0.21,0.64,0.11,0.47,0.41,0.5,False,False,True,False,False,14.46,5.703333333333333,2.8699999999999997,2.1166666666666667,0.10000000000000002,0.48333333333333334,0.24,0.6666666666666666,0.5333333333333333
3426,3426,1626192,Pat Connaughton,2024-04-01,25.38,5.88,3.0,3.25,0.75,0.38,0.75,0.13,0.29,0.44,0.32,False,False,True,False,False,18.15,5.956666666666666,3.3066666666666666,2.6799999999999997,0.11333333333333333,0.41,0.3333333333333333,0.77,0.4433333333333334
3427,3427,1626196,Josh Richardson,2018-10-01,34.29,19.14,2.71,4.43,1.0,1.0,2.14,0.23,0.4,0.52,0.46,False,False,True,False,False,36.17,19.14,4.43,2.71,0.23,0.4,0.52,2.14,0.46
3428,3428,1626196,Josh Richardson,2018-11-01,35.5,21.14,3.36,3.86,1.57,0.5,2.21,0.25,0.46,0.78,0.51,False,False,True,False,False,38.84,20.14,4.145,3.035,0.24,0.43000000000000005,0.65,2.175,0.485
3429,3429,1626196,Josh Richardson,2018-12-01,35.15,14.92,4.62,3.77,1.0,0.38,1.46,0.23,0.35,0.75,0.43,False,False,True,False,False,31.95,18.400000000000002,4.02,3.563333333333333,0.23666666666666666,0.4033333333333333,0.6833333333333332,1.9366666666666668,0.4666666666666666
3430,3430,1626196,Josh Richardson,2019-01-01,33.46,14.69,4.15,3.15,0.85,0.31,1.08,0.23,0.38,0.71,0.45,False,False,True,False,False,29.78,16.916666666666668,3.5933333333333333,4.043333333333333,0.2366666666666667,0.39666666666666667,0.7466666666666667,1.5833333333333333,0.4633333333333334
3431,3431,1626196,Josh Richardson,2019-02-01,35.92,17.92,4.5,3.08,0.83,0.42,2.0,0.22,0.48,0.81,0.53,False,False,True,False,False,33.45,15.843333333333334,3.3333333333333335,4.423333333333333,0.22666666666666668,0.4033333333333333,0.7566666666666667,1.5133333333333334,0.47000000000000003
3432,3432,1626196,Josh Richardson,2019-03-01,35.92,13.23,4.77,3.85,1.08,0.46,0.77,0.21,0.38,0.73,0.43,False,False,True,False,False,30.69,15.280000000000001,3.36,4.473333333333333,0.22,0.41333333333333333,0.75,1.2833333333333334,0.47000000000000003
3433,3433,1626196,Josh Richardson,2019-04-01,16.0,7.0,2.0,1.0,2.0,0.0,0.0,0.22,0.5,0.0,0.54,False,False,True,False,False,18.2,12.716666666666669,2.643333333333333,3.7566666666666664,0.21666666666666667,0.45333333333333337,0.5133333333333333,0.9233333333333333,0.5
3434,3434,1626196,Josh Richardson,2019-10-01,33.25,13.25,3.0,4.0,1.75,1.25,2.75,0.19,0.37,0.62,0.41,False,False,True,False,False,31.17,11.160000000000002,2.9499999999999997,3.2566666666666664,0.2066666666666667,0.4166666666666667,0.45,1.1733333333333333,0.46
3435,3435,1626196,Josh Richardson,2019-11-01,31.67,17.08,3.83,3.25,0.92,0.42,2.17,0.2,0.48,0.59,0.51,False,False,True,False,False,31.98,12.443333333333333,2.75,2.943333333333333,0.20333333333333337,0.44999999999999996,0.4033333333333333,1.64,0.48666666666666675
3436,3436,1626196,Josh Richardson,2019-12-01,31.08,13.58,2.92,3.5,1.08,0.75,1.83,0.2,0.41,0.55,0.43,False,False,True,False,False,28.24,14.636666666666665,3.5833333333333335,3.25,0.19666666666666668,0.41999999999999993,0.5866666666666667,2.25,0.45
3437,3437,1626196,Josh Richardson,2020-01-01,31.4,14.8,3.6,2.8,0.6,0.4,2.1,0.19,0.37,0.71,0.39,False,False,True,False,False,26.61,15.153333333333334,3.1833333333333336,3.4499999999999997,0.19666666666666668,0.42,0.6166666666666667,2.033333333333333,0.4433333333333334
3438,3438,1626196,Josh Richardson,2020-02-01,29.62,9.62,2.12,4.38,1.0,1.12,1.38,0.18,0.38,0.3,0.36,False,False,True,False,False,24.62,12.666666666666666,3.56,2.8799999999999994,0.19000000000000003,0.3866666666666667,0.52,1.7700000000000002,0.39333333333333337
3439,3439,1626196,Josh Richardson,2020-03-01,20.0,8.5,1.0,1.0,0.0,1.0,0.0,0.16,0.5,0.38,0.54,False,False,True,False,False,15.2,10.973333333333334,2.7266666666666666,2.2399999999999998,0.17666666666666667,0.4166666666666667,0.4633333333333333,1.16,0.4300000000000001
3440,3440,1626196,Josh Richardson,2020-08-01,31.14,13.14,2.0,1.71,1.0,0.29,1.86,0.16,0.44,0.57,0.5,False,False,True,False,False,23.27,10.42,2.3633333333333333,1.7066666666666663,0.16666666666666666,0.44,0.4166666666666667,1.08,0.46666666666666673
3441,3441,1626196,Josh Richardson,2020-12-01,29.25,13.5,1.75,3.5,1.0,0.25,0.75,0.2,0.42,0.75,0.49,False,False,True,False,False,25.7,11.713333333333333,2.07,1.583333333333333,0.17333333333333334,0.4533333333333333,0.5666666666666667,0.8700000000000001,0.5100000000000001
3442,3442,1626196,Josh Richardson,2021-01-01,32.43,11.0,1.43,2.29,0.71,0.14,1.29,0.17,0.39,0.54,0.42,False,False,True,False,False,18.96,12.546666666666667,2.5,1.7266666666666663,0.17666666666666667,0.4166666666666667,0.62,1.3,0.47000000000000003
3443,3443,1626196,Josh Richardson,2021-02-01,31.75,13.58,3.42,3.67,0.83,0.17,1.92,0.18,0.46,0.72,0.51,False,False,True,False,False,26.82,12.693333333333333,3.1533333333333338,2.1999999999999997,0.18333333333333335,0.42333333333333334,0.6699999999999999,1.32,0.4733333333333334
3444,3444,1626196,Josh Richardson,2021-03-01,33.29,12.36,3.36,4.07,1.07,0.79,1.64,0.17,0.43,0.65,0.47,False,False,True,False,False,28.6,12.313333333333333,3.3433333333333337,2.7366666666666664,0.17333333333333334,0.4266666666666667,0.6366666666666667,1.6166666666666665,0.46666666666666673
3445,3445,1626196,Josh Richardson,2021-04-01,30.25,10.92,2.5,3.67,0.83,0.5,0.83,0.17,0.4,0.48,0.45,False,False,True,False,False,23.98,12.286666666666667,3.8033333333333332,3.0933333333333333,0.17333333333333334,0.43,0.6166666666666667,1.4633333333333332,0.47666666666666674
3446,3446,1626196,Josh Richardson,2021-05-01,23.3,11.7,1.8,2.0,1.7,0.3,1.1,0.22,0.42,0.5,0.47,False,False,True,False,False,23.65,11.660000000000002,3.2466666666666666,2.5533333333333332,0.18666666666666668,0.4166666666666667,0.5433333333333333,1.19,0.4633333333333334
3447,3447,1626196,Josh Richardson,2021-10-01,21.4,7.4,0.8,2.0,0.6,0.4,0.8,0.14,0.28,0.2,0.34,False,False,True,False,False,14.8,10.006666666666668,2.5566666666666666,1.6999999999999995,0.17666666666666667,0.3666666666666667,0.3933333333333333,0.9100000000000001,0.4200000000000001
3448,3448,1626196,Josh Richardson,2021-11-01,26.9,10.5,1.5,3.5,0.6,0.7,0.7,0.15,0.47,0.39,0.49,False,False,True,False,False,21.5,9.866666666666667,2.5,1.3666666666666665,0.17,0.38999999999999996,0.36333333333333334,0.8666666666666667,0.4333333333333334
3449,3449,1626196,Josh Richardson,2021-12-01,27.11,13.11,1.78,2.67,1.22,0.33,0.89,0.18,0.45,0.56,0.49,False,False,True,False,False,25.2,10.336666666666666,2.723333333333333,1.3599999999999997,0.1566666666666667,0.4000000000000001,0.38333333333333336,0.7966666666666667,0.4400000000000001
3450,3450,1626196,Josh Richardson,2022-01-01,23.38,8.12,1.56,2.5,0.69,0.5,1.0,0.17,0.4,0.18,0.46,False,False,True,False,False,17.78,10.576666666666666,2.89,1.613333333333333,0.16666666666666666,0.44,0.3766666666666667,0.8633333333333333,0.48000000000000004
3451,3451,1626196,Josh Richardson,2022-02-01,20.14,7.14,1.71,2.86,0.57,0.57,0.71,0.14,0.25,0.36,0.36,False,False,True,False,False,17.79,9.456666666666665,2.6766666666666663,1.683333333333333,0.16333333333333336,0.3666666666666667,0.3666666666666667,0.8666666666666667,0.43666666666666676
3452,3452,1626196,Josh Richardson,2022-03-01,26.58,12.42,2.58,3.42,1.17,0.33,1.5,0.18,0.41,0.65,0.47,False,False,True,False,False,26.14,9.226666666666667,2.9266666666666663,1.9499999999999995,0.16333333333333336,0.35333333333333333,0.39666666666666667,1.07,0.4300000000000001
3453,3453,1626196,Josh Richardson,2022-04-01,24.17,12.83,2.0,2.5,1.17,0.17,1.33,0.2,0.47,0.63,0.55,False,False,True,False,False,24.33,10.796666666666667,2.9266666666666663,2.0966666666666662,0.17333333333333334,0.37666666666666665,0.5466666666666667,1.18,0.46000000000000013
3454,3454,1626196,Josh Richardson,2022-10-01,24.5,11.67,3.67,2.67,1.0,0.17,1.33,0.16,0.42,0.5,0.5,False,False,True,False,False,25.53,12.306666666666667,2.8633333333333333,2.75,0.18000000000000002,0.4333333333333333,0.5933333333333333,1.3866666666666667,0.5066666666666667
3455,3455,1626196,Josh Richardson,2022-11-01,22.0,9.45,2.64,2.0,0.55,0.09,1.91,0.21,0.35,0.56,0.41,False,False,True,False,False,18.13,11.316666666666665,2.39,2.7699999999999996,0.19000000000000003,0.41333333333333333,0.5633333333333334,1.5233333333333334,0.48666666666666675
3456,3456,1626196,Josh Richardson,2022-12-01,22.33,10.33,2.89,2.78,1.0,0.0,1.44,0.2,0.4,0.63,0.45,False,False,True,False,False,21.83,10.483333333333333,2.4833333333333334,3.0666666666666664,0.19000000000000003,0.38999999999999996,0.5633333333333334,1.5599999999999998,0.4533333333333334
3457,3457,1626196,Josh Richardson,2023-01-01,24.33,13.33,3.67,3.33,0.83,0.5,1.08,0.19,0.5,0.39,0.56,False,False,True,False,False,28.29,11.036666666666667,2.703333333333333,3.0666666666666664,0.20000000000000004,0.4166666666666667,0.5266666666666667,1.4766666666666666,0.47333333333333344
3458,3458,1626196,Josh Richardson,2023-02-01,28.89,11.89,3.33,3.11,2.78,0.67,1.56,0.19,0.46,0.72,0.5,False,False,True,False,False,31.62,11.85,3.073333333333333,3.2966666666666664,0.19333333333333336,0.45333333333333337,0.58,1.36,0.5033333333333334
3459,3459,1626196,Josh Richardson,2023-03-01,22.31,7.77,1.46,2.54,0.69,0.46,0.92,0.15,0.46,0.22,0.53,False,False,True,False,False,17.7,10.996666666666668,2.9933333333333336,2.82,0.17666666666666667,0.47333333333333333,0.44333333333333336,1.1866666666666668,0.5300000000000001
3460,3460,1626196,Josh Richardson,2023-04-01,20.2,3.8,0.8,2.2,0.8,0.0,1.0,0.12,0.34,0.0,0.42,False,False,True,False,False,10.54,7.819999999999999,2.6166666666666667,1.863333333333333,0.15333333333333335,0.42,0.3133333333333333,1.1600000000000001,0.4833333333333334
3461,3461,1626196,Josh Richardson,2023-10-01,23.0,6.0,2.0,3.0,0.0,0.0,0.0,0.13,0.43,0.0,0.4,False,False,True,False,False,12.6,5.856666666666666,2.58,1.4199999999999997,0.13333333333333333,0.41,0.07333333333333333,0.64,0.4500000000000001
3462,3462,1626196,Josh Richardson,2023-11-01,28.33,10.47,3.2,2.67,0.67,0.27,1.2,0.17,0.46,0.67,0.5,False,False,True,False,False,21.93,6.756666666666667,2.623333333333333,1.9999999999999998,0.14,0.41,0.22333333333333336,0.7333333333333334,0.4400000000000001
