,Unnamed: 0,Player_ID,Player Name,Date,MIN_x,PTS,AST_x,REB_x,STL_x,BLK_x,TOV_x,USG_PCT,FG_PCT,FT_PCT,TS,player_pos_C,player_pos_F,player_pos_G,player_pos_PF,player_pos_SF,Fantasy_Point,PTS_rolling_3,REB_rolling_3,AST_rolling_3,USG_PCT_rolling_3,FG_PCT_rolling_3,FT_PCT_rolling_3,TOV_rolling_3,TS_rolling_3
0,0,2544,LeBron James,2018-10-01,36.38,27.75,8.0,8.62,2.12,0.5,3.25,0.27,0.51,0.8,0.5,False,True,False,False,False,57.85,27.75,8.62,8.0,0.27,0.51,0.8,3.25,0.5
1,1,2544,LeBron James,2018-11-01,33.79,28.29,5.79,7.36,0.86,1.14,3.71,0.3,0.52,0.64,0.5,False,True,False,False,False,52.51,28.02,7.99,6.895,0.28500000000000003,0.515,0.72,3.48,0.5
2,2,2544,LeBron James,2018-12-01,34.42,25.83,8.17,9.25,1.25,0.33,3.17,0.29,0.51,0.64,0.48,False,True,False,False,False,54.02,27.290000000000003,8.41,7.32,0.2866666666666667,0.5133333333333333,0.6933333333333334,3.3766666666666665,0.49333333333333335
3,3,2544,LeBron James,2019-01-01,40.0,24.0,9.0,14.0,1.0,0.0,4.0,0.29,0.41,0.71,0.41,False,True,False,False,False,56.3,26.040000000000003,10.203333333333333,7.653333333333333,0.2933333333333333,0.48,0.6633333333333333,3.6266666666666665,0.4633333333333333
4,4,2544,LeBron James,2019-02-01,37.5,25.62,10.62,9.62,2.12,0.5,3.75,0.26,0.5,0.49,0.5,False,True,False,False,False,61.49,25.150000000000002,10.956666666666665,9.263333333333334,0.27999999999999997,0.47333333333333333,0.6133333333333334,3.64,0.4633333333333333
5,5,2544,LeBron James,2019-03-01,34.92,29.0,9.75,7.58,0.83,0.42,3.92,0.32,0.51,0.58,0.49,False,True,False,False,False,56.43,26.206666666666667,10.4,9.79,0.29,0.47333333333333333,0.5933333333333333,3.89,0.4666666666666666
6,6,2544,LeBron James,2019-10-01,32.5,23.25,9.5,6.25,0.75,0.5,4.0,0.24,0.49,0.83,0.48,False,True,False,False,False,48.0,25.956666666666667,7.816666666666666,9.956666666666665,0.2733333333333334,0.5,0.6333333333333333,3.89,0.49
7,7,2544,LeBron James,2019-11-01,35.4,26.33,11.4,7.27,1.47,0.67,3.6,0.27,0.5,0.55,0.5,False,True,False,False,False,59.09,26.19333333333333,7.033333333333334,10.216666666666667,0.27666666666666667,0.5,0.6533333333333333,3.84,0.49
8,8,2544,LeBron James,2019-12-01,35.23,24.31,10.62,8.15,1.23,0.46,3.92,0.26,0.47,0.77,0.49,False,True,False,False,False,55.36,24.629999999999995,7.223333333333334,10.506666666666666,0.25666666666666665,0.48666666666666664,0.7166666666666667,3.84,0.49
9,9,2544,LeBron James,2020-01-01,34.54,25.38,10.38,8.08,1.38,0.31,4.38,0.27,0.5,0.68,0.5,False,True,False,False,False,55.46,25.34,7.833333333333333,10.799999999999999,0.26666666666666666,0.49,0.6666666666666666,3.966666666666667,0.49666666666666665
10,10,2544,LeBron James,2020-02-01,35.0,26.0,10.1,8.1,0.8,0.4,4.3,0.26,0.49,0.64,0.5,False,True,False,False,False,55.02,25.23,8.11,10.366666666666667,0.26333333333333336,0.48666666666666664,0.6966666666666667,4.2,0.49666666666666665
11,11,2544,LeBron James,2020-03-01,35.4,30.0,10.6,9.4,1.4,0.8,3.6,0.26,0.55,0.7,0.55,False,True,False,False,False,64.38,27.126666666666665,8.526666666666667,10.360000000000001,0.26333333333333336,0.5133333333333333,0.6733333333333333,4.093333333333334,0.5166666666666667
12,12,2544,LeBron James,2020-07-01,34.0,16.0,7.0,11.0,1.0,1.0,5.0,0.27,0.32,1.0,0.37,False,True,False,False,False,45.2,24.0,9.5,9.233333333333333,0.26333333333333336,0.45333333333333337,0.7799999999999999,4.3,0.47333333333333333
13,13,2544,LeBron James,2020-08-01,31.33,23.0,6.83,6.83,0.5,0.83,2.83,0.3,0.47,0.72,0.48,False,True,False,False,False,46.2,23.0,9.076666666666666,8.143333333333333,0.27666666666666667,0.4466666666666667,0.8066666666666666,3.8100000000000005,0.4666666666666666
14,14,2544,LeBron James,2020-12-01,31.2,23.4,6.8,7.0,1.0,0.4,3.4,0.3,0.47,0.72,0.48,False,True,False,False,False,46.7,20.8,8.276666666666666,6.876666666666666,0.29,0.42,0.8133333333333334,3.7433333333333336,0.44333333333333336
15,15,2544,LeBron James,2021-01-01,33.94,25.81,7.69,8.0,0.81,0.44,3.69,0.29,0.49,0.7,0.51,False,True,False,False,False,51.85,24.070000000000004,7.276666666666666,7.1066666666666665,0.29666666666666663,0.4766666666666666,0.7133333333333333,3.3066666666666666,0.49
16,16,2544,LeBron James,2021-02-01,36.21,25.86,8.36,8.64,1.5,0.86,4.0,0.29,0.52,0.67,0.51,False,True,False,False,False,55.55,25.02333333333333,7.88,7.616666666666667,0.2933333333333333,0.49333333333333335,0.6966666666666667,3.6966666666666668,0.5
17,17,2544,LeBron James,2021-03-01,30.17,25.0,8.17,6.5,0.67,0.5,3.33,0.29,0.56,0.79,0.56,False,True,False,False,False,49.38,25.55666666666666,7.713333333333334,8.073333333333332,0.29,0.5233333333333333,0.7200000000000001,3.6733333333333333,0.5266666666666667
18,18,2544,LeBron James,2021-04-01,32.0,16.0,7.0,8.0,2.0,1.0,5.0,0.26,0.5,0.6,0.46,False,True,False,False,False,43.6,22.286666666666665,7.713333333333334,7.843333333333334,0.27999999999999997,0.5266666666666667,0.6866666666666666,4.11,0.51
19,19,2544,LeBron James,2021-05-01,27.67,22.67,6.67,5.0,1.0,0.0,3.67,0.34,0.52,0.57,0.51,False,True,False,False,False,41.5,21.223333333333333,6.5,7.28,0.2966666666666667,0.5266666666666667,0.6533333333333333,4.0,0.51
20,20,2544,LeBron James,2021-10-01,37.4,23.8,6.4,5.8,2.4,1.0,4.2,0.26,0.43,0.75,0.47,False,True,False,False,False,51.46,20.823333333333334,6.266666666666667,6.69,0.2866666666666667,0.48333333333333334,0.64,4.29,0.48
21,21,2544,LeBron James,2021-11-01,36.5,27.5,7.17,4.67,1.33,0.5,3.33,0.25,0.54,0.71,0.57,False,True,False,False,False,50.52,24.656666666666666,5.156666666666666,6.746666666666667,0.2833333333333334,0.49666666666666665,0.6766666666666666,3.733333333333333,0.5166666666666666
22,22,2544,LeBron James,2021-12-01,36.71,30.71,6.5,9.29,1.64,1.43,3.21,0.26,0.55,0.8,0.57,False,True,False,False,False,62.21,27.33666666666667,6.586666666666666,6.69,0.25666666666666665,0.5066666666666667,0.7533333333333334,3.58,0.5366666666666666
23,23,2544,LeBron James,2022-01-01,36.09,30.27,5.55,8.09,1.45,1.09,2.27,0.29,0.52,0.79,0.52,False,True,False,False,False,57.16,29.493333333333336,7.349999999999999,6.406666666666666,0.26666666666666666,0.5366666666666667,0.7666666666666667,2.936666666666667,0.5533333333333333
24,24,2544,LeBron James,2022-02-01,37.43,28.29,6.43,9.29,1.29,0.43,4.71,0.3,0.51,0.78,0.53,False,True,False,False,False,54.29,29.75666666666667,8.889999999999999,6.16,0.2833333333333333,0.5266666666666667,0.79,3.3966666666666665,0.5399999999999999
25,25,2544,LeBron James,2022-03-01,38.83,34.33,6.08,9.17,0.33,1.33,3.83,0.29,0.53,0.73,0.54,False,True,False,False,False,60.96,30.963333333333328,8.85,6.02,0.2933333333333333,0.52,0.7666666666666666,3.603333333333333,0.53
26,26,2544,LeBron James,2022-04-01,40.0,38.0,4.0,8.0,1.0,0.0,6.0,0.28,0.56,0.75,0.54,False,True,False,False,False,56.6,33.54,8.82,5.503333333333333,0.29,0.5333333333333333,0.7533333333333333,4.846666666666667,0.5366666666666667
27,27,2544,LeBron James,2022-10-01,36.17,25.83,7.33,8.83,1.5,0.67,4.17,0.27,0.45,0.76,0.46,False,True,False,False,False,53.85,32.72,8.666666666666666,5.803333333333334,0.28,0.5133333333333333,0.7466666666666667,4.666666666666667,0.5133333333333333
28,28,2544,LeBron James,2022-11-01,34.62,25.75,5.5,8.5,0.88,0.75,3.12,0.28,0.49,0.57,0.5,False,True,False,False,False,50.26,29.86,8.443333333333333,5.61,0.27666666666666667,0.5,0.6933333333333334,4.43,0.5
29,29,2544,LeBron James,2022-12-01,36.43,31.21,7.0,7.64,0.93,0.5,2.86,0.3,0.54,0.71,0.53,False,True,False,False,False,55.53,27.596666666666664,8.323333333333332,6.61,0.2833333333333333,0.49333333333333335,0.68,3.383333333333333,0.49666666666666665
30,30,2544,LeBron James,2023-01-01,38.0,33.77,8.23,9.38,0.85,0.54,3.0,0.3,0.5,0.79,0.5,False,True,False,False,False,62.42,30.243333333333336,8.506666666666666,6.91,0.2933333333333334,0.51,0.69,2.9933333333333327,0.51
31,31,2544,LeBron James,2023-02-01,33.17,25.17,5.5,7.67,0.67,0.33,3.0,0.29,0.48,0.73,0.47,False,True,False,False,False,45.78,30.05,8.229999999999999,6.91,0.2966666666666667,0.5066666666666667,0.7433333333333333,2.953333333333333,0.5
32,32,2544,LeBron James,2023-03-01,31.0,20.67,4.33,8.67,1.0,0.67,4.0,0.29,0.48,0.88,0.47,False,True,False,False,False,41.23,26.536666666666672,8.573333333333332,6.0200000000000005,0.2933333333333333,0.48666666666666664,0.7999999999999999,3.3333333333333335,0.48
33,33,2544,LeBron James,2023-04-01,32.8,28.0,7.2,7.0,0.6,0.8,3.8,0.32,0.49,0.82,0.54,False,True,False,False,False,53.3,24.613333333333333,7.78,5.676666666666667,0.3,0.48333333333333334,0.8099999999999999,3.5999999999999996,0.49333333333333335
34,34,2544,LeBron James,2023-10-01,34.0,22.0,6.5,8.5,1.5,0.75,4.5,0.29,0.53,0.46,0.51,False,True,False,False,False,48.2,23.55666666666667,8.056666666666667,6.010000000000001,0.3,0.5,0.7200000000000001,4.1,0.5066666666666667
35,35,2544,LeBron James,2023-11-01,33.33,25.6,6.27,7.6,1.33,0.73,3.33,0.29,0.57,0.74,0.57,False,True,False,False,False,51.12,25.2,7.7,6.656666666666666,0.3,0.5299999999999999,0.6733333333333333,3.8766666666666665,0.54
36,36,2544,LeBron James,2023-12-01,35.42,26.33,9.08,6.75,1.5,0.67,2.83,0.3,0.51,0.81,0.52,False,True,False,False,False,55.31,24.643333333333334,7.616666666666667,7.283333333333334,0.2933333333333333,0.5366666666666666,0.6699999999999999,3.5533333333333332,0.5333333333333333
37,37,2544,LeBron James,2024-01-01,36.0,23.62,8.46,7.62,1.0,0.23,3.38,0.29,0.48,0.62,0.48,False,True,False,False,False,49.37,25.183333333333334,7.323333333333333,7.936666666666667,0.2933333333333333,0.52,0.7233333333333333,3.1799999999999997,0.5233333333333333
38,38,2544,LeBron James,2024-02-01,36.78,27.11,8.78,5.22,1.0,0.89,2.78,0.29,0.55,0.83,0.57,False,True,False,False,False,53.38,25.686666666666667,6.53,8.773333333333333,0.2933333333333333,0.5133333333333333,0.7533333333333333,2.996666666666666,0.5233333333333333
39,39,2544,LeBron James,2024-03-01,36.0,26.08,9.0,8.33,0.83,0.25,4.0,0.28,0.57,0.78,0.56,False,True,False,False,False,52.92,25.603333333333335,7.0566666666666675,8.746666666666668,0.2866666666666666,0.5333333333333333,0.7433333333333333,3.3866666666666663,0.5366666666666666
40,40,2544,LeBron James,2024-04-01,36.0,28.33,10.5,7.17,2.17,0.33,4.33,0.3,0.62,0.72,0.56,False,True,False,False,False,59.02,27.173333333333332,6.906666666666666,9.426666666666668,0.29,0.58,0.7766666666666667,3.703333333333333,0.5633333333333334
41,41,101108,Chris Paul,2018-10-01,33.25,19.0,8.25,5.75,1.75,0.0,2.75,0.25,0.39,0.83,0.44,False,False,True,False,False,44.15,19.0,5.75,8.25,0.25,0.39,0.83,2.75,0.44
42,42,101108,Chris Paul,2018-11-01,34.5,17.17,7.67,4.5,2.25,0.42,3.08,0.22,0.45,0.72,0.49,False,False,True,False,False,42.86,18.085,5.125,7.96,0.235,0.42000000000000004,0.7749999999999999,2.915,0.46499999999999997
43,43,101108,Chris Paul,2018-12-01,31.4,12.3,8.3,2.8,2.0,0.3,2.9,0.19,0.35,0.84,0.42,False,False,True,False,False,35.26,16.156666666666666,4.3500000000000005,8.073333333333332,0.22,0.39666666666666667,0.7966666666666665,2.91,0.45
44,44,101108,Chris Paul,2019-01-01,25.5,11.0,7.5,4.5,2.5,0.0,2.5,0.17,0.47,0.75,0.51,False,False,True,False,False,35.4,13.49,3.9333333333333336,7.823333333333333,0.19333333333333336,0.42333333333333334,0.7699999999999999,2.8266666666666667,0.47333333333333333
45,45,101108,Chris Paul,2019-02-01,32.91,18.27,8.82,5.27,1.73,0.18,2.55,0.21,0.45,0.92,0.52,False,False,True,False,False,44.83,13.856666666666667,4.19,8.206666666666667,0.19000000000000003,0.42333333333333334,0.8366666666666668,2.65,0.4833333333333334
46,46,101108,Chris Paul,2019-03-01,31.43,14.36,7.79,5.0,1.79,0.43,2.36,0.2,0.38,0.86,0.44,False,False,True,False,False,39.43,14.543333333333331,4.923333333333333,8.036666666666667,0.19333333333333333,0.4333333333333333,0.8433333333333334,2.4699999999999998,0.49000000000000005
47,47,101108,Chris Paul,2019-04-01,27.8,15.4,8.8,4.6,2.2,0.4,1.8,0.2,0.41,0.4,0.51,False,False,True,False,False,44.22,16.01,4.956666666666666,8.47,0.20333333333333334,0.41333333333333333,0.7266666666666667,2.236666666666667,0.49000000000000005
48,48,101108,Chris Paul,2019-10-01,28.8,14.8,3.6,4.2,1.2,0.0,3.2,0.18,0.43,0.58,0.46,False,False,True,False,False,29.24,14.853333333333333,4.6,6.73,0.19333333333333336,0.4066666666666667,0.6133333333333334,2.4533333333333336,0.47000000000000003
49,49,101108,Chris Paul,2019-11-01,30.92,16.0,6.38,4.23,2.0,0.0,1.54,0.18,0.44,0.87,0.48,False,False,True,False,False,37.42,15.4,4.343333333333334,6.260000000000001,0.18666666666666665,0.4266666666666667,0.6166666666666667,2.18,0.4833333333333334
50,50,101108,Chris Paul,2019-12-01,33.53,17.67,7.6,5.67,1.33,0.33,1.93,0.18,0.5,0.76,0.51,False,False,True,False,False,41.37,16.15666666666667,4.7,5.859999999999999,0.18,0.4566666666666667,0.7366666666666667,2.223333333333333,0.4833333333333334
51,51,101108,Chris Paul,2020-01-01,31.25,18.25,6.75,5.44,1.69,0.06,2.38,0.22,0.49,0.68,0.51,False,False,True,False,False,40.59,17.30666666666667,5.113333333333333,6.91,0.19333333333333333,0.4766666666666666,0.77,1.95,0.5000000000000001
52,52,101108,Chris Paul,2020-02-01,32.0,19.6,7.1,4.7,1.1,0.2,2.0,0.22,0.52,0.91,0.53,False,False,True,False,False,40.39,18.506666666666668,5.2700000000000005,7.1499999999999995,0.20666666666666667,0.5033333333333333,0.7833333333333333,2.103333333333333,0.5166666666666667
53,53,101108,Chris Paul,2020-03-01,33.0,19.75,8.0,3.75,2.0,0.25,3.5,0.21,0.56,1.0,0.61,False,False,True,False,False,43.0,19.2,4.63,7.283333333333334,0.21666666666666665,0.5233333333333333,0.8633333333333334,2.6266666666666665,0.5500000000000002
54,54,101108,Chris Paul,2020-08-01,29.43,16.86,6.57,5.57,1.86,0.29,3.43,0.23,0.48,0.98,0.52,False,False,True,False,False,39.54,18.736666666666668,4.673333333333333,7.223333333333334,0.22,0.52,0.9633333333333334,2.9766666666666666,0.5533333333333333
55,55,101108,Chris Paul,2020-12-01,28.2,11.6,9.2,3.8,0.8,0.2,2.0,0.21,0.39,0.76,0.42,False,False,True,False,False,32.96,16.07,4.373333333333334,7.923333333333333,0.21666666666666667,0.47666666666666674,0.9133333333333332,2.9766666666666666,0.5166666666666667
56,56,101108,Chris Paul,2021-01-01,34.38,17.15,8.46,4.85,1.31,0.23,2.69,0.22,0.47,0.69,0.49,False,False,True,False,False,39.93,15.203333333333333,4.739999999999999,8.076666666666666,0.22,0.4466666666666666,0.8099999999999999,2.706666666666667,0.47666666666666674
57,57,101108,Chris Paul,2021-02-01,31.21,17.43,9.36,4.93,1.36,0.36,2.21,0.21,0.53,0.55,0.58,False,False,True,False,False,43.63,15.393333333333333,4.526666666666666,9.006666666666666,0.21333333333333335,0.4633333333333334,0.6666666666666666,2.3000000000000003,0.49666666666666676
58,58,101108,Chris Paul,2021-03-01,31.5,14.86,7.93,4.5,1.64,0.14,2.21,0.2,0.46,0.78,0.49,False,False,True,False,False,37.19,16.48,4.759999999999999,8.583333333333334,0.21,0.48666666666666664,0.6733333333333333,2.37,0.5200000000000001
59,59,101108,Chris Paul,2021-04-01,30.75,16.88,8.94,4.44,1.56,0.25,2.0,0.21,0.52,0.66,0.56,False,False,True,False,False,41.86,16.39,4.623333333333334,8.743333333333332,0.20666666666666667,0.5033333333333334,0.6633333333333334,2.14,0.5433333333333334
60,60,101108,Chris Paul,2021-05-01,30.25,18.25,10.12,3.38,1.38,0.5,2.12,0.25,0.54,0.84,0.57,False,False,True,False,False,43.68,16.66333333333333,4.1066666666666665,8.996666666666666,0.21999999999999997,0.5066666666666667,0.7599999999999999,2.11,0.54
61,61,101108,Chris Paul,2021-10-01,31.2,12.8,10.6,3.8,2.2,0.2,2.4,0.19,0.43,0.57,0.43,False,False,True,False,False,40.26,15.976666666666667,3.8733333333333335,9.886666666666665,0.21666666666666665,0.49666666666666676,0.6900000000000001,2.1733333333333333,0.5200000000000001
62,62,101108,Chris Paul,2021-11-01,32.69,15.06,10.0,4.31,2.06,0.31,2.25,0.19,0.49,0.78,0.5,False,False,True,False,False,42.36,15.37,3.8299999999999996,10.24,0.21,0.48666666666666675,0.73,2.2566666666666664,0.5000000000000001
63,63,101108,Chris Paul,2021-12-01,32.29,14.21,9.21,4.07,1.79,0.21,2.36,0.2,0.5,0.62,0.5,False,False,True,False,False,38.46,14.023333333333333,4.06,9.936666666666667,0.19333333333333336,0.4733333333333334,0.6566666666666667,2.3366666666666664,0.47666666666666674
64,64,101108,Chris Paul,2022-01-01,34.57,15.71,11.79,5.57,1.64,0.57,2.36,0.18,0.51,0.67,0.52,False,False,True,False,False,46.9,14.993333333333334,4.6499999999999995,10.333333333333334,0.19000000000000003,0.5000000000000001,0.6900000000000001,2.323333333333333,0.5066666666666667
65,65,101108,Chris Paul,2022-02-01,33.56,15.78,12.44,4.0,1.78,0.11,2.67,0.2,0.48,0.75,0.49,False,False,True,False,False,44.47,15.233333333333334,4.546666666666667,11.146666666666667,0.19333333333333336,0.49666666666666676,0.68,2.463333333333333,0.5033333333333334
66,66,101108,Chris Paul,2022-03-01,33.0,17.0,11.67,3.67,1.0,0.67,2.33,0.19,0.62,0.58,0.59,False,False,True,False,False,43.4,16.16333333333333,4.413333333333334,11.966666666666667,0.19000000000000003,0.5366666666666667,0.6666666666666666,2.453333333333333,0.5333333333333333
67,67,101108,Chris Paul,2022-04-01,31.0,10.25,12.0,3.25,2.5,0.0,2.0,0.15,0.46,0.52,0.44,False,False,True,False,False,38.9,14.343333333333334,3.64,12.036666666666667,0.18000000000000002,0.5200000000000001,0.6166666666666667,2.3333333333333335,0.5066666666666667
68,68,101108,Chris Paul,2022-10-01,32.67,9.33,10.83,4.67,1.67,0.17,1.83,0.15,0.33,0.61,0.39,False,False,True,False,False,36.6,12.193333333333333,3.8633333333333333,11.5,0.16333333333333333,0.47000000000000003,0.57,2.0533333333333332,0.4733333333333334
69,69,101108,Chris Paul,2022-11-01,26.5,9.75,7.25,4.25,1.75,0.25,1.0,0.14,0.52,0.67,0.51,False,False,True,False,False,32.22,9.776666666666666,4.056666666666667,10.026666666666666,0.14666666666666667,0.43666666666666676,0.6,1.61,0.44666666666666677
70,70,101108,Chris Paul,2022-12-01,32.69,15.69,8.62,4.23,1.31,0.38,2.69,0.21,0.44,0.49,0.49,False,False,True,False,False,39.65,11.589999999999998,4.383333333333334,8.899999999999999,0.16666666666666666,0.4300000000000001,0.59,1.8399999999999999,0.4633333333333334
71,71,101108,Chris Paul,2023-01-01,32.38,18.62,7.88,4.5,1.12,0.62,1.62,0.2,0.54,0.62,0.6,False,False,True,False,False,42.65,14.686666666666667,4.326666666666667,7.916666666666667,0.18333333333333335,0.5000000000000001,0.5933333333333334,1.7700000000000002,0.5333333333333333
72,72,101108,Chris Paul,2023-02-01,33.4,11.9,9.7,3.6,2.0,0.6,2.2,0.19,0.33,0.78,0.35,False,False,True,False,False,38.17,15.403333333333334,4.11,8.733333333333333,0.19999999999999998,0.43666666666666676,0.63,2.17,0.48
73,73,101108,Chris Paul,2023-03-01,31.2,12.6,9.67,4.53,1.67,0.2,1.53,0.18,0.44,0.6,0.48,False,False,True,False,False,38.77,14.373333333333335,4.21,9.083333333333334,0.19000000000000003,0.43666666666666676,0.6666666666666666,1.7833333333333334,0.47666666666666674
74,74,101108,Chris Paul,2023-04-01,34.0,21.0,4.33,3.67,1.0,0.33,2.0,0.19,0.6,0.27,0.71,False,False,True,False,False,39.23,15.166666666666666,3.9333333333333336,7.8999999999999995,0.18666666666666665,0.4566666666666667,0.5499999999999999,1.9100000000000001,0.5133333333333333
75,75,101108,Chris Paul,2023-10-01,29.75,11.25,8.25,4.75,2.0,0.0,1.5,0.19,0.41,0.46,0.43,False,False,True,False,False,34.83,14.950000000000001,4.316666666666667,7.416666666666667,0.18666666666666668,0.4833333333333334,0.44333333333333336,1.6766666666666667,0.5399999999999999
76,76,101108,Chris Paul,2023-11-01,26.0,8.29,7.0,3.29,1.36,0.07,1.0,0.14,0.38,0.46,0.45,False,False,True,False,False,27.94,13.513333333333334,3.9033333333333338,6.526666666666666,0.17333333333333334,0.4633333333333334,0.39666666666666667,1.5,0.5300000000000001
77,77,101108,Chris Paul,2023-12-01,28.73,8.73,7.73,4.0,0.82,0.09,1.45,0.14,0.4,0.24,0.43,False,False,True,False,False,28.57,9.423333333333334,4.013333333333333,7.66,0.1566666666666667,0.3966666666666667,0.3866666666666667,1.3166666666666667,0.4366666666666667
78,78,101108,Chris Paul,2024-01-01,28.0,9.67,4.67,4.0,0.0,0.33,0.67,0.12,0.59,0.25,0.6,False,False,True,False,False,24.13,8.896666666666667,3.763333333333333,6.466666666666666,0.13333333333333333,0.4566666666666668,0.3166666666666667,1.04,0.4933333333333334
79,79,101108,Chris Paul,2024-02-01,24.0,10.0,6.0,4.0,3.5,0.0,1.5,0.16,0.44,0.38,0.57,False,False,True,False,False,36.05,9.466666666666667,4.0,6.133333333333333,0.13999999999999999,0.47666666666666674,0.29,1.2066666666666668,0.5333333333333333
80,80,101108,Chris Paul,2024-03-01,24.06,9.38,6.31,4.38,0.94,0.0,1.19,0.17,0.46,0.09,0.5,False,False,True,False,False,27.5,9.683333333333334,4.126666666666666,5.66,0.15000000000000002,0.49666666666666676,0.24,1.1199999999999999,0.5566666666666666
81,81,101108,Chris Paul,2024-04-01,27.12,9.62,6.25,3.25,1.5,0.38,2.0,0.19,0.42,0.12,0.48,False,False,True,False,False,28.9,9.666666666666666,3.8766666666666665,6.1866666666666665,0.17333333333333334,0.4400000000000001,0.19666666666666666,1.5633333333333332,0.5166666666666667
82,82,200768,Kyle Lowry,2018-10-01,34.88,18.5,11.12,3.88,1.38,0.62,2.88,0.19,0.53,0.75,0.57,False,False,True,False,False,47.15,18.5,3.88,11.12,0.19,0.53,0.75,2.88,0.57
83,83,200768,Kyle Lowry,2018-11-01,33.73,13.73,9.87,4.8,1.33,0.07,2.53,0.19,0.42,0.64,0.48,False,False,True,False,False,39.29,16.115000000000002,4.34,10.495,0.19,0.475,0.6950000000000001,2.705,0.5249999999999999
84,84,200768,Kyle Lowry,2018-12-01,34.0,11.29,8.14,4.43,1.43,1.14,3.0,0.18,0.29,0.68,0.35,False,False,True,False,False,36.6,14.506666666666666,4.37,9.709999999999999,0.18666666666666668,0.41333333333333333,0.6900000000000001,2.8033333333333332,0.4666666666666666
85,85,200768,Kyle Lowry,2019-01-01,35.0,13.25,7.83,4.42,1.42,0.67,3.08,0.19,0.35,0.87,0.42,False,False,True,False,False,37.17,12.756666666666666,4.55,8.613333333333332,0.18666666666666668,0.35333333333333333,0.73,2.8699999999999997,0.4166666666666667
86,86,200768,Kyle Lowry,2019-02-01,34.88,15.62,8.75,4.5,1.75,0.5,2.75,0.18,0.43,0.69,0.52,False,False,True,False,False,42.78,13.386666666666665,4.45,8.24,0.18333333333333335,0.3566666666666667,0.7466666666666666,2.9433333333333334,0.43
87,87,200768,Kyle Lowry,2019-03-01,31.91,15.09,7.18,5.82,1.18,0.36,3.27,0.18,0.44,0.39,0.54,False,False,True,False,False,38.94,14.653333333333334,4.913333333333333,7.919999999999999,0.18333333333333335,0.4066666666666667,0.65,3.0333333333333337,0.49333333333333335
88,88,200768,Kyle Lowry,2019-04-01,34.5,10.75,6.75,6.25,1.5,0.25,1.25,0.15,0.34,0.88,0.42,False,False,True,False,False,34.75,13.82,5.523333333333333,7.56,0.17,0.4033333333333333,0.6533333333333333,2.4233333333333333,0.4933333333333334
89,89,200768,Kyle Lowry,2019-10-01,39.0,21.6,7.0,5.2,1.2,0.4,2.8,0.21,0.43,0.71,0.52,False,False,True,False,False,45.14,15.813333333333334,5.756666666666667,6.976666666666667,0.18000000000000002,0.4033333333333333,0.66,2.44,0.4933333333333334
90,90,200768,Kyle Lowry,2019-11-01,31.33,22.0,5.67,2.67,1.0,0.33,4.33,0.24,0.51,0.58,0.61,False,False,True,False,False,39.53,18.116666666666667,4.706666666666667,6.473333333333334,0.19999999999999998,0.4266666666666667,0.7233333333333333,2.793333333333333,0.5166666666666667
91,91,200768,Kyle Lowry,2019-12-01,39.2,20.47,8.0,5.07,1.2,0.4,3.2,0.2,0.4,0.87,0.46,False,False,True,False,False,44.61,21.356666666666666,4.3133333333333335,6.890000000000001,0.21666666666666665,0.4466666666666666,0.7200000000000001,3.4433333333333334,0.5300000000000001
92,92,200768,Kyle Lowry,2020-01-01,34.87,17.47,7.0,4.2,1.4,0.4,2.13,0.21,0.38,0.85,0.44,False,False,True,False,False,39.67,19.98,3.9800000000000004,6.890000000000001,0.21666666666666667,0.43,0.7666666666666666,3.22,0.5033333333333334
93,93,200768,Kyle Lowry,2020-02-01,35.33,17.89,9.22,5.89,1.44,0.78,3.56,0.22,0.42,0.87,0.5,False,False,True,False,False,46.57,18.61,5.053333333333334,8.073333333333332,0.21,0.39999999999999997,0.8633333333333333,2.9633333333333334,0.4666666666666668
94,94,200768,Kyle Lowry,2020-03-01,37.4,24.4,7.8,5.0,1.8,0.0,3.0,0.23,0.44,0.88,0.52,False,False,True,False,False,50.0,19.919999999999998,5.03,8.006666666666666,0.22,0.41333333333333333,0.8666666666666666,2.8966666666666665,0.4866666666666668
95,95,200768,Kyle Lowry,2020-08-01,33.0,16.67,5.67,6.83,2.0,0.67,4.0,0.22,0.39,0.83,0.43,False,False,True,False,False,41.2,19.653333333333332,5.906666666666666,7.5633333333333335,0.22333333333333336,0.4166666666666667,0.86,3.5199999999999996,0.48333333333333345
96,96,200768,Kyle Lowry,2020-12-01,37.0,19.5,8.25,4.0,1.5,0.0,4.0,0.22,0.44,0.67,0.52,False,False,True,False,False,42.42,20.19,5.276666666666666,7.239999999999999,0.22333333333333336,0.42333333333333334,0.7933333333333333,3.6666666666666665,0.49000000000000005
97,97,200768,Kyle Lowry,2021-01-01,35.92,17.0,6.46,6.62,0.77,0.23,2.92,0.2,0.41,0.86,0.51,False,False,True,False,False,38.86,17.723333333333333,5.816666666666666,6.793333333333333,0.21333333333333335,0.41333333333333333,0.7866666666666666,3.6399999999999992,0.4866666666666668
98,98,200768,Kyle Lowry,2021-02-01,31.3,18.8,6.2,5.1,1.6,0.2,2.3,0.19,0.6,0.49,0.63,False,False,True,False,False,41.37,18.433333333333334,5.239999999999999,6.9700000000000015,0.20333333333333334,0.48333333333333334,0.6733333333333333,3.073333333333333,0.5533333333333335
